Scientific Name,Common Name,Status(TBD),Locality,rank,valid_AphiaID,valid_authority,kingdom,phylum,class,order,family,genus,citation,Date Taxonomy Updated,source
Pentidotea wosnesenskii,Seaweed isopod,Present,Kachemak_Bay,Species,261982,"(Brandt, 1851)",Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Pentidotea,"Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Pentidotea wosnesenskii (Brandt, 1851). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=261982 on 2024-02-21",2024-02-21,WORMS
Phoxichilidium femoratum,Clawed sea spider,Present,Kachemak_Bay,Species,134741,"(Rathke, 1799)",Animalia,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Phoxichilidium,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Phoxichilidium femoratum (Rathke, 1799). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134741 on 2024-02-21",2024-02-21,WORMS
Phyllolithodes papillosus,Heart crab/Rhinoceros crab,Present,Kachemak_Bay,Species,550606,"Brandt, 1848",Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Phyllolithodes,"DecaNet eds. (2024). DecaNet. Phyllolithodes papillosus Brandt, 1848. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=550606 on 2024-02-21",2024-02-21,WORMS
Pugettia gracilis,graceful kelp crab,Present,Kachemak_Bay,Species,441478,"Dana, 1851",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,"DecaNet eds. (2024). DecaNet. Pugettia gracilis Dana, 1851. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=441478 on 2024-02-21",2024-02-21,WORMS
Pugettia producta,northern kelp crab,Present,Kachemak_Bay,Species,240780,"(Randall, 1840)",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,"DecaNet eds. (2024). DecaNet. Pugettia producta (Randall, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240780 on 2024-02-21",2024-02-21,WORMS
Rhinolithodes wosnessenskii,Rhinoceros crab,Present,Kachemak_Bay,Species,550610,"Brandt, 1848",Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Rhinolithodes,"DecaNet eds. (2024). DecaNet. Rhinolithodes wosnessenskii Brandt, 1848. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=550610 on 2024-02-21",2024-02-21,WORMS
Saduria entomon,NA,Present,Kachemak_Bay,Species,119034,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Saduria,"Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Saduria entomon (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=119034 on 2024-02-21",2024-02-21,WORMS
Scyra acutifrons,sharpnose crab; sharp-nosed crab,Present,Kachemak_Bay,Species,441698,"Dana, 1851",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Scyra,"DecaNet eds. (2024). DecaNet. Scyra acutifrons Dana, 1851. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=441698 on 2024-02-21",2024-02-21,WORMS
Semibalanus balanoides,acorn barnacle; barnacle; Common barnacle; common rock barnacle; northern rock barnacle,Present,Kachemak_Bay,Species,106210,"(Linnaeus, 1767)",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,"WoRMS (2024). Semibalanus balanoides (Linnaeus, 1767). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106210 on 2024-02-21",2024-02-21,WORMS
Semibalanus cariosus,thatched barnacle,Present,Kachemak_Bay,Species,594746,"(Pallas, 1788)",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,"WoRMS (2024). Semibalanus cariosus (Pallas, 1788). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=594746 on 2024-02-21",2024-02-21,WORMS
Telmessus cheiragonus,helmet crab,Present,Kachemak_Bay,Species,254360,"(Tilesius, 1815)",Animalia,Arthropoda,Malacostraca,Decapoda,Cheiragonidae,Telmessus,"DecaNet eds. (2024). DecaNet. Telmessus cheiragonus (Tilesius, 1815). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254360 on 2024-02-21",2024-02-21,WORMS
Traskorchestia traskiana,Beach hopper,Present,Kachemak_Bay,Species,557376,"(Stimpson, 1857)",Animalia,Arthropoda,Malacostraca,Amphipoda,Talitridae,Traskorchestia,"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilaș-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Traskorchestia traskiana (Stimpson, 1857). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=557376 on 2024-02-21",2024-02-21,WORMS
Bacillariophyceae,diatoms; featherlike diatoms,Present,Kachemak_Bay,Class,148899,"Haeckel, 1878",Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,WoRMS (2024). Bacillariophyceae. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=148899 on 2024-02-21,2024-02-21,WORMS
Diestothyris frontalis,NA,Present,Kachemak_Bay,Species,235620,"(Middendorff, 1849)",Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Terebrataliidae,Diestothyris,"Verhoeff, T. (2024). World Brachiopoda Database. Diestothyris frontalis (Middendorff, 1849). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=235620 on 2024-02-21",2024-02-21,WORMS
Terebratalia transversa,Transverse lamp shell/Common lamp shell,Present,Kachemak_Bay,Species,235615,"(Sowerby, 1846)",Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Terebrataliidae,Terebratalia,"Verhoeff, T. (2024). World Brachiopoda Database. Terebratalia transversa (Sowerby, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=235615 on 2024-02-21",2024-02-21,WORMS
Alcyonidium pedunculatum,NA,Present,Kachemak_Bay,Species,470641,"Robertson, 1902",Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,"Bock, P. (2024). World List of Bryozoa. Alcyonidium pedunculatum Robertson, 1902. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=470641 on 2024-02-21",2024-02-21,WORMS
Bryozoa,bryozoans; lace animals; lace corals; moss animals; sea mats,Present,Kachemak_Bay,Phylum,146142,NA,Animalia,Bryozoa,NA,NA,NA,NA,WoRMS (2024). Bryozoa. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=146142 on 2024-02-21,2024-02-21,WORMS
Carbasea carbasea,Frilly bryozoan,Present,Kachemak_Bay,Species,111362,"(Ellis & Solander, 1786)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,Carbasea,"Bock, P. (2024). World List of Bryozoa. Carbasea carbasea (Ellis & Solander, 1786). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=111362 on 2024-02-21",2024-02-21,WORMS
Dendrobeania murrayana,Algae-like bryozoan,Present,Kachemak_Bay,Species,111174,"(Bean in Johnston, 1847)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Dendrobeania,"Bock, P. (2024). World List of Bryozoa. Dendrobeania murrayana (Bean in Johnston, 1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=111174 on 2024-02-21",2024-02-21,WORMS
Membranipora membranacea,lacy crust bryozoan; sea mat; sea-mat,Present,Kachemak_Bay,Species,111411,"(Linnaeus, 1767)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,"Bock, P. (2024). World List of Bryozoa. Membranipora membranacea (Linnaeus, 1767). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=111411 on 2024-02-21",2024-02-21,WORMS
Acrosiphonia,NA,Present,Kachemak_Bay,Genus,143803,"J.Agardh, 1846",Plantae,Chlorophyta,Chlorophyceae,Acrosiphoniales,Acrosiphoniaceae,Acrosiphonia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrosiphonia J.Agardh, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=143803 on 2024-02-21",2024-02-21,WORMS
Acrosiphonia arcta,Arctic Sea Moss,Present,Kachemak_Bay,Species,144407,"(Dillwyn) Gain, 1912",Plantae,Chlorophyta,Chlorophyceae,Acrosiphoniales,Acrosiphoniaceae,Acrosiphonia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrosiphonia arcta (Dillwyn) Gain, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144407 on 2024-02-21",2024-02-21,WORMS
Acrosiphonia coalita,Green Rope,Present,Kachemak_Bay,Species,366445,"(Ruprecht) Scagel, Garbary, Golden & M.W.Hawkes, 1986",Plantae,Chlorophyta,Chlorophyceae,Acrosiphoniales,Acrosiphoniaceae,Acrosiphonia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrosiphonia coalita (Ruprecht) Scagel, Garbary, Golden & M.W.Hawkes, 1986. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=366445 on 2024-02-21",2024-02-21,WORMS
Acrosiphonia duriuscula,NA,Present,Kachemak_Bay,Species,608214,"(Ruprecht) Yendo, 1916",Plantae,Chlorophyta,Chlorophyceae,Acrosiphoniales,Acrosiphoniaceae,Acrosiphonia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrosiphonia duriuscula (Ruprecht) Yendo, 1916. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=608214 on 2024-02-21",2024-02-21,WORMS
Blidingia minima,Foliose Green Alga,Present,Kachemak_Bay,Species,145950,"(Nägeli ex Kützing) Kylin, 1947",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Kornmanniaceae,Blidingia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Blidingia minima (Nägeli ex Kützing) Kylin, 1947. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145950 on 2024-02-21",2024-02-21,WORMS
Chaetomorpha melagonium,NA,Present,Kachemak_Bay,Species,145029,"(F.Weber & D.Mohr) Kützing, 1845",Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Chaetomorpha,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Chaetomorpha melagonium (F.Weber & D.Mohr) Kützing, 1845. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145029 on 2024-02-21",2024-02-21,WORMS
Cladophora,NA,Present,Kachemak_Bay,Genus,143996,"Kützing, 1843",Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cladophora Kützing, 1843. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=143996 on 2024-02-21",2024-02-21,WORMS
Cladophora sericea,Filamentous Green Alga/Graceful Green Hair,Present,Kachemak_Bay,Species,145065,"(Hudson) Kützing, 1843",Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Cladophora sericea (Hudson) Kützing, 1843. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145065 on 2024-02-21",2024-02-21,WORMS
Codium ritteri,Ritter's Spongy Cushion/Coarse Spongy Cushion,Present,Kachemak_Bay,Species,373971,"Setchell & N.L.Gardner, 1903",Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Codium ritteri Setchell & N.L.Gardner, 1903. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=373971 on 2024-02-21",2024-02-21,WORMS
Derbesia marina,Green Sea Felt,Present,Kachemak_Bay,Species,144462,"(Lyngbye) Solier, 1846",Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Derbesiaceae,Derbesia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Derbesia marina (Lyngbye) Solier, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144462 on 2024-02-21",2024-02-21,WORMS
Monostroma grevillei,Sea Cellophane,Present,Kachemak_Bay,Species,145940,"(Thuret) Wittrock, 1866",Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Monostromataceae,Monostroma,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Monostroma grevillei (Thuret) Wittrock, 1866. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145940 on 2024-02-21",2024-02-21,WORMS
Prasiola meridionalis,Emerald Carpet,Present,Kachemak_Bay,Species,608206,"Setchell & N.L.Gardner, 1920",Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Prasiola,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Prasiola meridionalis Setchell & N.L.Gardner, 1920. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=608206 on 2024-02-21",2024-02-21,WORMS
Rhizoclonium riparium,NA,Present,Kachemak_Bay,Species,145075,"(Roth) Harvey, 1849",Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Rhizoclonium,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Rhizoclonium riparium (Roth) Harvey, 1849. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145075 on 2024-02-21",2024-02-21,WORMS
Rhizoclonium tortuosum,Twisted Sea Hair,Present,Kachemak_Bay,Species,145076,"(Dillwyn) Kützing, 1845",Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Rhizoclonium,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Rhizoclonium tortuosum (Dillwyn) Kützing, 1845. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145076 on 2024-02-21",2024-02-21,WORMS
Rosenvingiella polyrhiza,NA,Present,Kachemak_Bay,Species,145802,"(Rosenvinge) P.C.Silva, 1957",Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Rosenvingiella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Rosenvingiella polyrhiza (Rosenvinge) P.C.Silva, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145802 on 2024-02-21",2024-02-21,WORMS
Ulothrix,NA,Present,Kachemak_Bay,Genus,144287,"Kützing, 1833",Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Ulothrix,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ulothrix Kützing, 1833. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144287 on 2024-02-21",2024-02-21,WORMS
Ulothrix flacca,Mermaid's Tresses,Present,Kachemak_Bay,Species,145925,"(Dillwyn) Thuret, 1863",Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Ulothrix,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ulothrix flacca (Dillwyn) Thuret, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145925 on 2024-02-21",2024-02-21,WORMS
Ulva fenestrata,Sea Lettuce,Present,Kachemak_Bay,Species,211462,"Postels & Ruprecht, 1840",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ulva fenestrata Postels & Ruprecht, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=211462 on 2024-02-21",2024-02-21,WORMS
Ulva intestinalis,gut weed; gutweed,Present,Kachemak_Bay,Species,234471,"Linnaeus, 1753",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ulva intestinalis Linnaeus, 1753. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=234471 on 2024-02-21",2024-02-21,WORMS
