Scientific Name,Common Name,Status(TBD),Locality,rank,valid_AphiaID,valid_authority,kingdom,phylum,class,order,family,genus,citation,Date Taxonomy Updated,source
Aplidium solidum,Sea pork,Present,Kachemak_Bay,Species,215889,"(Ritter & Forsyth, 1917)",Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Aplidium solidum (Ritter & Forsyth, 1917). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=215889 on 2024-02-21",2024-02-21,WORMS
Aquila chrysaetos,Golden Eagle,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aquilegia formosa,Western columbine,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arabellidae, unid.",NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabis divaricarpa,Spreadingpod rockcress,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabis eschscholtziana,Hairy arabis/Eschscholtz's rockcress,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabis hirsuta var. pycnocarpa,Creamflower rockcress,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabis holboellii,Holboell's rockcress,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabis kamchatica,Kamchatka rockcress,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Archaeomysis grebnitzkii,NA,Present,Kachemak_Bay,Species,226485,"Czerniavsky, 1882",Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Archaeomysis,"Mees, J.; Meland, K. (Eds) (2012 onwards). World List of Lophogastrida, Stygiomysida and Mysida. Archaeomysis grebnitzkii Czerniavsky, 1882. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=226485 on 2024-02-21",2024-02-21,WORMS
Archidoris ohdneri,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arctonoe vittata,Yellow scale worm,Present,Kachemak_Bay,Species,254301,"(Grube, 1855)",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Arctonoe,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Arctonoe vittata (Grube, 1855). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254301 on 2024-02-21",2024-02-21,WORMS
Arctostaphylos alpina,Alpine bearberry/Black bear's grapes/Alpine bear grapes,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arctostaphylos rubra,Red fruit bearberry/Red bear's grape,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arctostaphylos uva-ursi,Kinnikinnick/Chipmunk's apples/mealberry,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ardea herodias,Great Blue Heron,Present,Kachemak_Bay,Species,159382,"Linnaeus, 1758",Animalia,Chordata,Aves,Ciconiiformes,Ardeidae,Ardea,"WoRMS (2024). Ardea herodias Linnaeus, 1758. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159382 on 2024-02-21",2024-02-21,WORMS
Arenaria capillaris,Slender mountain sandwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arenaria interpres,Ruddy Turnstone,Present,Kachemak_Bay,Species,147431,"(Linnaeus, 1758)",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,"WoRMS (2024). Arenaria interpres (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147431 on 2024-02-21",2024-02-21,WORMS
Arenaria melanocephala,Black Turnstone,Present,Kachemak_Bay,Species,366869,"(Vigors, 1829)",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,"WoRMS (2024). Arenaria melanocephala (Vigors, 1829). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=366869 on 2024-02-21",2024-02-21,WORMS
Argentina anserina,Silverweed cinquefoil,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina egedii ssp. egedii,Pacific silverweed,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armeria maritima,Thrift/Thrift sea pink,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armina califomica,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armina californica,California armina,Present,Kachemak_Bay,Species,558913,"(J. G. Cooper, 1863)",Animalia,Mollusca,Gastropoda,Nudibranchia,Arminidae,Armina,"MolluscaBase eds. (2024). MolluscaBase. Armina californica (J. G. Cooper, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=558913 on 2024-02-21",2024-02-21,WORMS
Arnica chamissonis,Meadow arnica/Chamisso arnica,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arnica chamissonis ssp. chamissonis,Chamisso arnica,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arnica frigida,Snow arnica,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arnica latifolia,Mountain arnica/Broadleaf arnica,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arnica lessingii,Alpine nodding arnica/Nodding arnica/Lessing arnica,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arnica sp.,Alpine arnica,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artedius notopilotus,Bonyhead sculpin/Bonehead sculpin,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artemisia arctica ssp. arctica,Boreal sagebrush,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artemisia tilesii,Common wormwood/Telesii's wormwood/Tilesius' wormwood,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aruncus dioicus var. vulgaris,Goatsbeard/Bride's feathers,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascidiacea,sea squirts,Present,Kachemak_Bay,Class,1839,"Blainville, 1824",Animalia,Chordata,Ascidiacea,NA,NA,NA,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Ascidiacea. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1839 on 2024-02-21",2024-02-21,WORMS
Asio flammeus,Short-eared Owl,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Astarte esquimalti,Esquimalt astarte/Wavy-line astarte,Present,Kachemak_Bay,Species,423165,"(Baird, 1863)",Animalia,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,"MolluscaBase eds. (2024). MolluscaBase. Astarte esquimalti (Baird, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=423165 on 2024-02-21",2024-02-21,WORMS
Astarte undata,wavy astarte,Present,Kachemak_Bay,Species,156747,"A. Gould, 1841",Animalia,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,"MolluscaBase eds. (2024). MolluscaBase. Astarte undata A. Gould, 1841. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=156747 on 2024-02-21",2024-02-21,WORMS
Asterias amurensis,Flat-bottomed star; Japanese common starfish; Northern Pacific seastar; Purple-orange star,Present,Kachemak_Bay,Species,254497,"Lutken, 1871",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,"Mah, C.L. (2024). World Asteroidea Database. Asterias amurensis Lutken, 1871. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254497 on 2024-02-21",2024-02-21,WORMS
Astragalus alpinus,Alpine milk vetch,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atheresthes stomias,Arrowtooth flounder,Present,Kachemak_Bay,Species,279792,"(Jordan & Gilbert, 1880)",Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Atheresthes,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Atheresthes stomias (Jordan & Gilbert, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279792 on 2024-02-21",2024-02-21,WORMS
Athyrium filix-femina,Lady fern/Common lady fern,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex alaskensis,Alaska orach,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex drymarioides,Salt orach/Spearscale/Seashore saltbush,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex gmelinii,Gmelin's saltbush,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex spp.,Orach/Saltbush/Seascale/Shadscale/Sea purslane,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aulorhynchus flavidus,Tube-snout,Present,Kachemak_Bay,Species,279839,"Gill, 1861",Animalia,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Aulorhynchus flavidus Gill, 1861. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279839 on 2024-02-21",2024-02-21,WORMS
Aurelia aurita,Moon jelly,Present,Kachemak_Bay,Species,135306,"(Linnaeus, 1758)",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,"Collins, A.G.; Morandini, A.C. (2024). World List of Scyphozoa. Aurelia aurita (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135306 on 2024-02-21",2024-02-21,WORMS
Aurelia labiata,moon jellyfish; Pacific moon jelly,Present,Kachemak_Bay,Species,287213,"Chamisso & Eysenhardt, 1821",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,"Collins, A.G.; Morandini, A.C. (2024). World List of Scyphozoa. Aurelia labiata Chamisso & Eysenhardt, 1821. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=287213 on 2024-02-21",2024-02-21,WORMS
Aurelia sp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrodoris sp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austrodoris sp. (?),NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Axiothella rubrocincta,Bamboo worm,Present,Kachemak_Bay,Species,254726,"(Johnson, 1901)",Animalia,Annelida,Polychaeta,NA,Maldanidae,Axiothella,"Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Axiothella rubrocincta (Johnson, 1901). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254726 on 2024-02-21",2024-02-21,WORMS
Aythya affinis,Lesser Scaup,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aythya americana,Redhead,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aythya collaris,Ring-necked Duck,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aythya ferina,Common Pochard,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aythya fuligula,Tufted Duck,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aythya marila,Greater Scaup,Present,Kachemak_Bay,Species,159172,"(Linnaeus, 1761)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,"WoRMS (2024). Aythya marila (Linnaeus, 1761). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159172 on 2024-02-21",2024-02-21,WORMS
Aythya valisineria,Canvasback,Present,Kachemak_Bay,Species,159173,"(Wilson, 1814)",Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,"WoRMS (2024). Aythya valisineria (Wilson, 1814). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159173 on 2024-02-21",2024-02-21,WORMS
Bacillariophyceae,diatoms; featherlike diatoms,Present,Kachemak_Bay,Class,148899,"Haeckel, 1878",Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,WoRMS (2024). Bacillariophyceae. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=148899 on 2024-02-21,2024-02-21,WORMS
Balaenoptera acutorostrata,Minke Whale,Present,Kachemak_Bay,Species,137087,"Lacépède, 1804",Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,"Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Balaenoptera acutorostrata Lacépède, 1804. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137087 on 2024-02-21",2024-02-21,WORMS
Balaenoptera physalus,Fin Whale,Present,Kachemak_Bay,Species,137091,"(Linnaeus, 1758)",Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,"Fordyce, E.; Perrin, W.F. (2024). World Cetacea Database. Balaenoptera physalus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137091 on 2024-02-21",2024-02-21,WORMS
Balanidae,NA,Present,Kachemak_Bay,Family,106057,"Leach, 1817",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,NA,"WoRMS (2024). Balanidae Leach, 1817. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106057 on 2024-02-21",2024-02-21,WORMS
Balanus crenatus,an acorn barnacle; crenate barnacle; wrinkled barnacle,Present,Kachemak_Bay,Species,106215,"Bruguière, 1789",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,"WoRMS (2024). Balanus crenatus Bruguière, 1789. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106215 on 2024-02-21",2024-02-21,WORMS
Balanus glandula,Common acorn barnacle,Present,Kachemak_Bay,Species,394848,"Darwin, 1854",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,"WoRMS (2024). Balanus glandula Darwin, 1854. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=394848 on 2024-02-21",2024-02-21,WORMS
Balanus nubilis,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balanus nubilus,Giant acorn barnacle,Present,Kachemak_Bay,Species,594745,"Darwin, 1854",Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,"WoRMS (2024). Balanus nubilus Darwin, 1854. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=594745 on 2024-02-21",2024-02-21,WORMS
Balanus rostratus alaskanus,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balcis columbiana,Columbian obelisk,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bandalus borealis,Pink shrimp,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangia sp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bankia setacea,Feathery shipworm,Present,Kachemak_Bay,Species,527858,"(Tryon, 1863)",Animalia,Mollusca,Bivalvia,Myida,Teredinidae,Bankia,"MolluscaBase eds. (2024). MolluscaBase. Bankia setacea (Tryon, 1863). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=527858 on 2024-02-21",2024-02-21,WORMS
Barbarea orthoceras,Winter cress/American yellow rocket,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathyagonus infraspinatus,Spinycheek starsnout/Spinycheek starsnout poacher,Present,Kachemak_Bay,Species,254504,"(Gilbert, 1904)",Animalia,Chordata,Teleostei,Perciformes,Agonidae,Bathyagonus,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathyagonus infraspinatus (Gilbert, 1904). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254504 on 2024-02-21",2024-02-21,WORMS
Bathyagonus sp.,Starsnout poacher,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathydoris dawsoni (?),NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymaster caeruleofasciatus,Alaskan ronquil,Present,Kachemak_Bay,Species,279415,"Gilbert & Burke, 1912",Animalia,Chordata,Teleostei,Perciformes,Bathymasteridae,Bathymaster,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathymaster caeruleofasciatus Gilbert & Burke, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279415 on 2024-02-21",2024-02-21,WORMS
Bathymaster signatus,Searcher,Present,Kachemak_Bay,Species,254513,"Cope, 1873",Animalia,Chordata,Teleostei,Perciformes,Bathymasteridae,Bathymaster,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Bathymaster signatus Cope, 1873. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254513 on 2024-02-21",2024-02-21,WORMS
Bathymasteridae sp.,Unidentified ronquil,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beroe sp.,Beroe’s comb jelly,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Betula nana,Dwarf birch,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Betula papyrifera,Paper birch,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Betula papyrifera var. kenaica,Kenai birch,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Betula spp.,Birch,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blepsias cirrhosus,Silverspotted sculpin,Present,Kachemak_Bay,Species,279417,"(Pallas, 1814)",Animalia,Chordata,Teleostei,Perciformes,Hemitripteridae,Blepsias,"Froese, R. and D. Pauly. Editors. (2024). FishBase. Blepsias cirrhosus (Pallas, 1814). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279417 on 2024-02-21",2024-02-21,WORMS
Blidingia minima,Foliose Green Alga,Present,Kachemak_Bay,Species,145950,"(Nägeli ex Kützing) Kylin, 1947",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Kornmanniaceae,Blidingia,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Blidingia minima (Nägeli ex Kützing) Kylin, 1947. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145950 on 2024-02-21",2024-02-21,WORMS
Bolinopsis sp.,Lobed comb jelly,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boltenia villosa,Spiny-headed tunicate,Present,Kachemak_Bay,Species,250073,"(Stimpson, 1864)",Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Boltenia villosa (Stimpson, 1864). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=250073 on 2024-02-21",2024-02-21,WORMS
Bombycilla garrulus,Bohemian Waxwing,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonellia viridis,green spoon worm; green spoonworm,Present,Kachemak_Bay,Species,110363,"Rolando, 1822",Animalia,Annelida,Polychaeta,Echiuroidea,Bonelliidae,Bonellia,"WoRMS (2024). Bonellia viridis Rolando, 1822. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110363 on 2024-02-21",2024-02-21,WORMS
Boreal astarte,Northern astarte/Astarte borealis,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boreotrophon clathratus,Spiny trophon,Present,Kachemak_Bay,Species,146732,"(Linnaeus, 1767)",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Boreotrophon,"MolluscaBase eds. (2024). MolluscaBase. Boreotrophon clathratus (Linnaeus, 1767). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=146732 on 2024-02-21",2024-02-21,WORMS
Boreotrophon multicostatus,Many-ribbed trophon,Present,Kachemak_Bay,Species,398930,"(Eschscholtz, 1829)",Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Boreotrophon,"MolluscaBase eds. (2024). MolluscaBase. Boreotrophon multicostatus (Eschscholtz, 1829). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=398930 on 2024-02-21",2024-02-21,WORMS
Boschniakia rossica,Northern groundcone/Broomrape,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bossiella frondescens,NA,Present,Kachemak_Bay,Species,498493,"(Postels & Ruprecht) E.Y.Dawson, 1964",Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Bossiella,"Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Bossiella frondescens (Postels & Ruprecht) E.Y.Dawson, 1964. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=498493 on 2024-02-21",2024-02-21,WORMS
Bossiella sp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botrychium lanceolatum,Lance-leaved moonwort/Lanceleaf grape fern,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botrychium lunaria,Common moonwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botrychium pinnatum,Northwestern moonwort/Northern moonwort,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botrychium virginianum,Rattlesnake fern,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botrylloides violaceus,Tunicate,Potential+Invasive,Kachemak_Bay,Species,148715,"Oka, 1927",Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Botrylloides violaceus Oka, 1927. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=148715 on 2024-02-21",2024-02-21,WORMS
Botryllus schlosseri,Tunicate,Potential+Invasive,Kachemak_Bay,Species,103862,"(Pallas, 1766)",Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2024). Ascidiacea World Database. Botryllus schlosseri (Pallas, 1766). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=103862 on 2024-02-21",2024-02-21,WORMS
Botryllus sp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bougainvillia sp.,NA,Present,Kachemak_Bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
